,title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link
0,Machine Learning: 4 Books in 1: A Complete Overview for Beginners to Master the Basics of Python Programming and Understand How to Build Artificial Intelligence Through Data Science,"['by ', 'Samuel Hack', ' and ', 'Sean Antony']",,,3.1 out of 5 stars,13 ratings,['\n            \n              31%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              18%\n            \n          '],['\n            \n              17%\n            \n          '],['\n            \n              24%\n            \n          '],,,,,,/Machine-Learning-Programming-Understand-Intelligence/dp/B086R6JFLW/ref=sr_1_7?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-7
1,Introduction to Machine Learning with Python: A Guide for Data Scientists,[' '],$45.00,398 pages,4.5 out of 5 stars,565 ratings,['\n            \n              76%\n            \n          '],['\n            \n              14%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              4%\n            \n          '],7 x 0.82 x 9.19 inches,1.3 pounds,English,"O'Reilly Media; 1st edition (November 15, 2016)", 978-1449369415,/Introduction-Machine-Learning-Python-Scientists/dp/1449369413/ref=sr_1_10?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-10
2,The Hundred-Page Machine Learning Book,"['by ', 'Andriy Burkov']",$31.99,160 pages,4.6 out of 5 stars,816 ratings,['\n            \n              81%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              3%\n            \n          '],7.5 x 0.38 x 9.25 inches,13.8 ounces,English,"Andriy Burkov (January 13, 2019)", 978-1999579500,/Hundred-Page-Machine-Learning-Book/dp/199957950X/ref=sr_1_9?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-9
3,Probabilistic Machine Learning: An Introduction (Adaptive Computation and Machine Learning series),[' '],$99.00,864 pages,4.4 out of 5 stars,73 ratings,['\n            \n              76%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              8%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              8%\n            \n          '],8.25 x 1.44 x 9.29 inches,3.4 pounds,English,"The MIT Press (March 1, 2022)", 978-0262046824,/Probabilistic-Machine-Learning-Introduction-Computation/dp/0262046822/ref=sr_1_8?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-8
4,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems","['by ', 'Aurélien Géron']",$56.16,856 pages,4.8 out of 5 stars,"3,277 ratings",['\n            \n              85%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              2%\n            \n          '],7 x 1.2 x 9.2 inches,2.53 pounds,English,"O'Reilly Media; 2nd edition (October 15, 2019)", 978-1492032649,/Hands-Machine-Learning-Scikit-Learn-TensorFlow/dp/1492032646/ref=sr_1_6?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-6
5,Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,"['by ', 'Chip Huyen']",$43.49,386 pages,4.7 out of 5 stars,118 ratings,['\n            \n              79%\n            \n          '],['\n            \n              14%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              1%\n            \n          '],7 x 0.75 x 9 inches,1.36 pounds,English,"O'Reilly Media; 1st edition (June 21, 2022)", 978-1098107963,/Designing-Machine-Learning-Systems-Production-Ready/dp/1098107969/ref=sr_1_5?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-5
6,Machine Learning Design Interview: Machine Learning System Design Interview,"['by ', 'Khang Pham']", $34.15 ,210 pages,3.6 out of 5 stars,57 ratings,['\n            \n              47%\n            \n          '],['\n            \n              15%\n            \n          '],['\n            \n              8%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              22%\n            \n          '],6 x 0.48 x 9 inches,11.8 ounces,English,"Independently published (April 29, 2022)",,/Machine-Learning-Design-Interview-System/dp/B09YQWX59Z/ref=sr_1_24?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-24
7,Deep Learning (Adaptive Computation and Machine Learning series),[' '],$54.25,800 pages,4.3 out of 5 stars,"1,862 ratings",['\n            \n              73%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              8%\n            \n          '],9.1 x 7.2 x 1.1 inches,2.54 pounds,English,"The MIT Press; Illustrated edition (November 18, 2016)", 978-0262035613,/Deep-Learning-Adaptive-Computation-Machine/dp/0262035618/ref=sr_1_23?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-23
8,Machine Learning Engineering,"['by ', 'Andriy Burkov']",$39.49,310 pages,4.7 out of 5 stars,222 ratings,['\n            \n              87%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              3%\n            \n          '],7.5 x 0.73 x 9.25 inches,1.18 pounds,English,"True Positive Inc. (September 5, 2020)", 978-1999579579,/Machine-Learning-Engineering-Andriy-Burkov/dp/1999579577/ref=sr_1_22?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-22
9,"Feature Store for Machine Learning: Curate, discover, share and serve ML features at scale","['by ', 'Jayanth Kumar M J']",$39.99,280 pages,5.0 out of 5 stars,3 ratings,['\n            \n              100%\n            \n          '],[],[],[],[],7.5 x 0.64 x 9.25 inches,1.07 pounds,English,"Packt Publishing (June 30, 2022)", 978-1803230061,/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfYXRmOjIwMDA2NTU3ODcyMzM5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FFeature-Store-Machine-Learning-discover%2Fdp%2F1803230061%2Fref%3Dsr_1_4_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-4-spons%26psc%3D1
10,Machine Learning Fundamentals,"['by ', 'Hui Jiang']",$47.49,418 pages,4.3 out of 5 stars,6 ratings,['\n            \n              65%\n            \n          '],['\n            \n              35%\n            \n          '],[],[],[],8 x 1 x 10 inches,2.01 pounds,English,"Cambridge University Press; New edition (March 24, 2022)", 978-1108940023,/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfYXRmOjIwMDA0NDMyODY1Mjk5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FMachine-Learning-Fundamentals-Concise-Introduction%2Fdp%2F1108940021%2Fref%3Dsr_1_1_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-1-spons%26psc%3D1
11,Machine Learning Fundamentals,"['by ', 'Hui Jiang']",$47.49,418 pages,4.3 out of 5 stars,6 ratings,['\n            \n              65%\n            \n          '],['\n            \n              35%\n            \n          '],[],[],[],8 x 1 x 10 inches,2.01 pounds,English,"Cambridge University Press; New edition (March 24, 2022)", 978-1108940023,/Machine-Learning-Fundamentals-Concise-Introduction/dp/1108940021/ref=sr_1_21?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-21
12,"Applied Machine Learning Explainability Techniques: Make ML models explainable and trustworthy for practical applications using LIME, SHAP, and more","['by ', 'Aditya Bhattacharya']",$44.99,306 pages,5.0 out of 5 stars,2 ratings,['\n            \n              100%\n            \n          '],[],[],[],[],7.5 x 0.69 x 9.25 inches,1.16 pounds,English,"Packt Publishing (July 29, 2022)", 978-1803246154,/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfYXRmOjIwMDA3NzczNjQ3Mjg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FApplied-Machine-Learning-Explainability-Techniques%2Fdp%2F1803246154%2Fref%3Dsr_1_3_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-3-spons%26psc%3D1
13,"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners)","['by ', 'AI Publishing']",$19.99,304 pages,4.5 out of 5 stars,55 ratings,['\n            \n              73%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              3%\n            \n          '],6 x 0.69 x 9 inches,14.6 ounces,English,"AI Publishing LLC (October 23, 2020)", 978-1734790153,/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfYXRmOjIwMDAzNjc0MTgzOTQ2MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FPython-Machine-Learning-Beginners-Scikitlearn%2Fdp%2F1734790156%2Fref%3Dsr_1_2_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-2-spons%26psc%3D1
14,Programming Machine Learning: From Coding to Deep Learning,"['by ', 'Paolo Perrotta']",$33.49,342 pages,4.8 out of 5 stars,42 ratings,['\n            \n              83%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              5%\n            \n          '],[],[],7.5 x 0.71 x 9.25 inches,1.41 pounds,English,"Pragmatic Bookshelf; 1st edition (May 5, 2020)", 978-1680506600,/Programming-Machine-Learning-Zero-Deep/dp/1680506609/ref=sr_1_60?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-60
15,"Machine Learning: 4 Books in 1: The #1 Beginner's Guide to Master the Basics of Python Programming, Learn the Art of Data Science and Build Artificial Intelligence",[' '],$25.97,342 pages,4.6 out of 5 stars,344 ratings,['\n            \n              81%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              5%\n            \n          '],6 x 0.78 x 9 inches,1.29 pounds,English,"Independently published (July 20, 2022)", 979-8841495048,/Machine-Learning-Programming-Artificial-Intelligence/dp/B0B6XLFWPL/ref=sr_1_58?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-58
16,Introduction to Machine Learning,"['by ', 'Etienne Bernard']",$29.60,424 pages,4.4 out of 5 stars,11 ratings,['\n            \n              70%\n            \n          '],['\n            \n              17%\n            \n          '],['\n            \n              13%\n            \n          '],[],[],7 x 0.86 x 10 inches,1.61 pounds,English,"Wolfram Media Inc (December 20, 2021)", 978-1579550486,/Introduction-Machine-Learning-Etienne-Bernard/dp/1579550487/ref=sr_1_59?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-59
17,Machine Learning For Absolute Beginners: A Plain English Introduction (Machine Learning from Scratch),"['by ', 'Oliver Theobald']", $16.90 ,162 pages,4.5 out of 5 stars,"1,110 ratings",['\n            \n              69%\n            \n          '],['\n            \n              17%\n            \n          '],['\n            \n              8%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              2%\n            \n          '],6 x 0.41 x 9 inches,8.8 ounces,English,"Independently published (January 1, 2018)",,/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfbXRmOjIwMDA2MDM2NTc3NDQ4MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMachine-Learning-Absolute-Beginners-Introduction%2Fdp%2F1549617214%2Fref%3Dsr_1_19_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-19-spons%26psc%3D1
18,The Kaggle Book: Data analysis and machine learning for competitive data science,"['by ', 'Konrad Banachewicz', ', ', 'Luca Massaron', ', et al.']",$39.94,530 pages,4.6 out of 5 stars,68 ratings,['\n            \n              81%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              2%\n            \n          '],7.5 x 1.2 x 9.25 inches,1.98 pounds,English,"Packt Publishing (April 22, 2022)", 978-1801817479,/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfbXRmOjIwMDA1OTE0Mzk4MjA5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FData-Analysis-Machine-Learning-Kaggle%2Fdp%2F1801817472%2Fref%3Dsr_1_20_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-20-spons%26psc%3D1
19,"Machine Learning in the Oil and Gas Industry: Including Geosciences, Reservoir Engineering, and Production Engineering with Python","['by ', 'Yogendra Narayan Pandey', ', ', 'Ayush Rastogi', ', et al.']",$26.99,320 pages,4.9 out of 5 stars,20 ratings,['\n            \n              87%\n            \n          '],['\n            \n              13%\n            \n          '],[],[],[],6.1 x 0.73 x 9.25 inches,1.08 pounds,English,"Apress; 1st ed. edition (November 3, 2020)", 978-1484260937,/Machine-Learning-Oil-Gas-Industry/dp/1484260937/ref=sr_1_57?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-57
20,Machine Learning For Dummies,"['by ', 'John Paul Mueller']",$20.49,464 pages,4.2 out of 5 stars,56 ratings,['\n            \n              63%\n            \n          '],['\n            \n              15%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              6%\n            \n          '],7.38 x 1.05 x 9.25 inches,1.34 pounds,English,"For Dummies; 2nd edition (January 22, 2021)", 978-1119724018,/Machine-Learning-Dummies-Computer-Tech/dp/1119724015/ref=sr_1_56?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-56
21,The Machine Learning Solutions Architect Handbook: Create machine learning platforms to run solutions in an enterprise setting,"['by ', 'David Ping']",$43.97,442 pages,4.7 out of 5 stars,39 ratings,['\n            \n              82%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              6%\n            \n          '],[],[],7.5 x 1 x 9.25 inches,1.66 pounds,English,"Packt Publishing (January 21, 2022)", 978-1801072168,/Machine-Learning-Solutions-Architect-Handbook/dp/1801072167/ref=sr_1_55?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-55
22,"Python for Finance and Algorithmic trading (2nd edition): Machine Learning, Deep Learning, Time series Analysis, Risk and Portfolio Management for MetaTrader™5 Live Trading","['by ', 'Lucas Inglese']", $35.99 ,325 pages,4.6 out of 5 stars,3 ratings,['\n            \n              63%\n            \n          '],['\n            \n              37%\n            \n          '],[],[],[],6.69 x 0.74 x 9.61 inches,1.45 pounds,English,"Independently published (August 18, 2022)",,/Python-Finance-Algorithmic-trading-MetaTraderTM5/dp/B0BB5DDB1Q/ref=sr_1_54?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-54
23,The Kaggle Book: Data analysis and machine learning for competitive data science,"['by ', 'Konrad Banachewicz', ', ', 'Luca Massaron', ', et al.']",$39.94,530 pages,4.6 out of 5 stars,68 ratings,['\n            \n              81%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              2%\n            \n          '],7.5 x 1.2 x 9.25 inches,1.98 pounds,English,"Packt Publishing (April 22, 2022)", 978-1801817479,/Data-Analysis-Machine-Learning-Kaggle/dp/1801817472/ref=sr_1_52?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-52
24,Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional,"['by ', 'Dr. Logan Song']",$42.74,330 pages,,,[],[],[],[],[],7.5 x 0.75 x 9.25 inches,1.26 pounds,English,"Packt Publishing (September 20, 2022)", 978-1803233727,/Journey-Become-Machine-Learning-Engineer/dp/1803233729/ref=sr_1_53?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-53
25,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems","['by ', 'Aurélien Géron']",$75.99,850 pages,,,[],[],[],[],[],,1.11 pounds,English,"O'Reilly Media; 3rd edition (November 15, 2022)", 978-1098125974,/Hands-Machine-Learning-Scikit-Learn-TensorFlow/dp/1098125975/ref=sr_1_47?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-47
26,Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,"['by ', 'Sebastian Raschka', ', ', 'Yuxi (Hayden) Liu', ', et al.']",$46.79,770 pages,4.7 out of 5 stars,135 ratings,['\n            \n              82%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              2%\n            \n          '],7.5 x 1.74 x 9.25 inches,2.86 pounds,English,"Packt Publishing (February 25, 2022)", 978-1801819312,/Machine-Learning-PyTorch-Scikit-Learn-learning/dp/1801819319/ref=sr_1_48?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-48
27,"Deep Learning with Python, Second Edition","['by ', 'Francois Chollet']",$37.23,504 pages,4.6 out of 5 stars,148 ratings,['\n            \n              82%\n            \n          '],['\n            \n              9%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              3%\n            \n          '],7.38 x 1.4 x 9.25 inches,2.3 pounds,English,"Manning; 2nd edition (December 21, 2021)", 978-1617296864,/Learning-Python-Second-Fran%C3%A7ois-Chollet/dp/1617296864/ref=sr_1_51?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-51
28,Fundamentals of Data Engineering: Plan and Build Robust Data Systems,"['by ', 'Joe Reis', ' and ', 'Matt Housley']",$50.76,446 pages,5.0 out of 5 stars,33 ratings,['\n            \n              96%\n            \n          '],['\n            \n              4%\n            \n          '],[],[],[],7 x 1 x 9.25 inches,1.57 pounds,English,"O'Reilly Media; 1st edition (July 26, 2022)", 978-1098108304,/Fundamentals-Data-Engineering-Robust-Systems/dp/1098108302/ref=sr_1_50?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-50
29,Advances in Financial Machine Learning,"['by ', 'Marcos Lopez de Prado']",$40.49,400 pages,4.5 out of 5 stars,514 ratings,['\n            \n              76%\n            \n          '],['\n            \n              9%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              5%\n            \n          '],6.1 x 1.1 x 9 inches,1.6 pounds,English,"Wiley; 1st edition (February 21, 2018)", 978-1119482086,/Advances-Financial-Machine-Learning-Marcos/dp/1119482089/ref=sr_1_49?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-49
30,Math for Machine Learning | Machine Learning Online Course | AWS Training & Certification,"['by ', 'AWS Training & Certification']",,,4.6 out of 5 stars,,[],[],[],[],[],,,,,,/Machine-Learning-Online-Training-Certification/dp/B09HSL8L4V/ref=sr_1_42?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-42
31,The Alignment Problem: Machine Learning and Human Values,"['by ', 'Brian Christian', ' and ', 'Brilliance Audio']",,,4.6 out of 5 stars,235 ratings,['\n            \n              72%\n            \n          '],['\n            \n              22%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              1%\n            \n          '],,,,,,/Alignment-Problem-Machine-Learning-Values/dp/B085DTXC59/ref=sr_1_46?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-46
32,"Continuous Machine Learning with Kubeflow: Performing Reliable MLOps with Capabilities of TFX, Sagemaker and Kubernetes (English Edition)","['by ', 'Aniruddha Choudhury']",,452 pages,4.6 out of 5 stars,3 ratings,['\n            \n              63%\n            \n          '],['\n            \n              37%\n            \n          '],[],[],[],,,English,"BPB Publications; 1st edition (November 19, 2021)",,/Continuous-Machine-Learning-Kubeflow-Capabilities-ebook/dp/B09M9TPVRN/ref=sr_1_45?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-45
33,"Ace the Data Science Interview: 201 Real Interview Questions Asked By FAANG, Tech Startups, & Wall Street","['by ', 'Nick Singh', ' and ', 'Kevin Huo']",$26.00,301 pages,4.5 out of 5 stars,599 ratings,['\n            \n              77%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              4%\n            \n          '],7 x 0.68 x 10 inches,1.28 pounds,English,"Ace the Data Science Interview (August 16, 2021)", 978-0578973838,/Ace-Data-Science-Interview-Questions/dp/0578973839/ref=sr_1_44?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-44
34,"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners)",[' '],$19.99,304 pages,4.5 out of 5 stars,55 ratings,['\n            \n              73%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              3%\n            \n          '],6 x 0.69 x 9 inches,14.6 ounces,English,"AI Publishing LLC (October 23, 2020)", 978-1734790153,/Python-Machine-Learning-Beginners-Scikitlearn/dp/1734790156/ref=sr_1_40?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-40
35,"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics","['by ', 'Thomas Nield']",$44.80,347 pages,4.5 out of 5 stars,27 ratings,['\n            \n              79%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              5%\n            \n          '],7 x 0.75 x 9 inches,1.23 pounds,English,"O'Reilly Media; 1st edition (July 5, 2022)", 978-1098102937,/Essential-Math-Data-Science-Fundamental/dp/1098102932/ref=sr_1_43?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-43
36,"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2, 3rd Edition","['by ', 'Sebastian Raschka', ' and ', 'Vahid Mirjalili']",$49.39,770 pages,4.5 out of 5 stars,387 ratings,['\n            \n              71%\n            \n          '],['\n            \n              20%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              3%\n            \n          '],7.5 x 1.74 x 9.25 inches,2.86 pounds,English,"Packt Publishing; 3rd edition (December 12, 2019)", 978-1789955750,/Python-Machine-Learning-scikit-learn-TensorFlow/dp/1789955750/ref=sr_1_41?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-41
37,Machine Learning: A Probabilistic Perspective (Adaptive Computation and Machine Learning series),[' '],$96.46,1104 pages,4.4 out of 5 stars,314 ratings,['\n            \n              72%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              4%\n            \n          '],8.25 x 1.79 x 9.27 inches,4.2 pounds,English,"The MIT Press; Illustrated edition (August 24, 2012)", 978-0262018029,/Machine-Learning-Probabilistic-Perspective-Computation/dp/0262018020/ref=sr_1_38?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-38
38,Machine Learning Bookcamp: Build a portfolio of real-life projects,"['by ', 'Alexey Grigorev']",$35.99,472 pages,5.0 out of 5 stars,7 ratings,['\n            \n              100%\n            \n          '],[],[],[],[],7.38 x 0.6 x 9.25 inches,1.85 pounds,English,"Manning (November 23, 2021)", 978-1617296819,/Machine-Learning-Bookcamp-portfolio-real-life/dp/1617296813/ref=sr_1_39?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-39
39,Machine Learning in the Cloud with AWS Batch | Machine Learning Online Course | AWS Training & Certification,"['by ', 'AWS Training & Certification']",,,4.4 out of 5 stars,,[],[],[],[],[],,,,,,/Machine-Learning-Online-Training-Certification/dp/B09HZJCL57/ref=sr_1_107?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-107
40,Approaching (Almost) Any Machine Learning Problem,"['by ', 'Abhishek Thakur']", $14.99 ,300 pages,4.5 out of 5 stars,637 ratings,['\n            \n              73%\n            \n          '],['\n            \n              14%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              4%\n            \n          '],6 x 0.68 x 9 inches,14.2 ounces,English,"Abhishek Thakur (June 30, 2020)",,/Approaching-Almost-Machine-Learning-Problem/dp/8269211508/ref=sr_1_37?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-37
41,Python Machine Learning Project,"['by ', 'RANDY MOORE']",,132 pages,,,[],[],[],[],[],,,English,,,/Python-Machine-Learning-Project-RANDY-ebook/dp/B084Q4BJB4/ref=sr_1_30?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-30
42,The Machine Learning Simplified: A Gentle Introduction to Supervised Learning,"['by ', 'Andrew Wolf']", $1.86 ,199 pages,4.8 out of 5 stars,97 ratings,['\n            \n              88%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              2%\n            \n          '],[],,,English,,,/Machine-Learning-Simplified-Introduction-Supervised-ebook/dp/B0B216KMM4/ref=sr_1_31?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-31
